ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
18874,ECON,4310,102,Discussion,0,Staff,Mo 6:00pm - 6:50pm,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of the Public Sector,,Open,0,20,0,"Studies the justifications for government activities, the design of programs consistent with these justifications, the effects of major existing and proposed expenditure programs and taxes, and positive and normative analyses of political systems. Prerequisite: ECON 3010 or 3110."
18875,ECON,4310,103,Discussion,0,Staff,Mo 7:00pm - 7:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economics of the Public Sector,,Open,0,20,0,"Studies the justifications for government activities, the design of programs consistent with these justifications, the effects of major existing and proposed expenditure programs and taxes, and positive and normative analyses of political systems. Prerequisite: ECON 3010 or 3110."
18934,ECON,4350,100,Lecture,3,Christopher Mcgee,TuTh 3:30pm - 4:45pm,Wilson Hall 301,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Corporate Finance,,Open,0,90,0,"Analyzes the theory of financing corporate operations and corporate decisions regarding the allocation of capital among alternative projects; includes the nature of financial instruments and the behavior of capital markets. Prerequisite: ECON 3010 or 3110, 3030, and STAT 2120 or equivalent."
18966,ECON,4350,101,Discussion,0,Staff,Tu 5:00pm - 5:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Corporate Finance,,Open,0,23,0,"Analyzes the theory of financing corporate operations and corporate decisions regarding the allocation of capital among alternative projects; includes the nature of financial instruments and the behavior of capital markets. Prerequisite: ECON 3010 or 3110, 3030, and STAT 2120 or equivalent."
18967,ECON,4350,102,Discussion,0,Staff,Tu 6:00pm - 6:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Corporate Finance,,Open,0,23,0,"Analyzes the theory of financing corporate operations and corporate decisions regarding the allocation of capital among alternative projects; includes the nature of financial instruments and the behavior of capital markets. Prerequisite: ECON 3010 or 3110, 3030, and STAT 2120 or equivalent."
18968,ECON,4350,103,Discussion,0,Staff,Tu 7:00pm - 7:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Corporate Finance,,Open,0,23,0,"Analyzes the theory of financing corporate operations and corporate decisions regarding the allocation of capital among alternative projects; includes the nature of financial instruments and the behavior of capital markets. Prerequisite: ECON 3010 or 3110, 3030, and STAT 2120 or equivalent."
18969,ECON,4350,104,Discussion,0,Staff,Tu 8:00pm - 8:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Corporate Finance,,Open,0,23,0,"Analyzes the theory of financing corporate operations and corporate decisions regarding the allocation of capital among alternative projects; includes the nature of financial instruments and the behavior of capital markets. Prerequisite: ECON 3010 or 3110, 3030, and STAT 2120 or equivalent."
11362,ECON,4360,001,Lecture,3,Steven Peterson,MoWe 8:30am - 9:45am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Empirical Finance,,Open,0,25,0,"Develops and tests models of asset pricing and allocation in finance, to determine both the validity of the theories and the extent to which they should guide us in financial decision-making. Prerequisite: Must have met the Financial Economics concentration declaration prerequisites."
10113,ECON,4370,100,Lecture,3,Edwin Burton,TuTh 9:30am - 10:45am,Ridley Hall G008,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Behavioral Finance,,Open,0,120,0,"Behavioral finance questions the efficient market hypothesis. In addition, this course explores noise trader models and the 'over and under reaction' debate. Readings are mostly from professional journals. Students should be quite serious about finance. Prerequisite: Econ 3010 or 3110 and ECON 4340"
18362,ECON,4430,200,Lecture,3,Sheetal Sekhri,TuTh 9:30am - 10:45am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,40,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
18361,ECON,4430,201,Lecture,3,Sheetal Sekhri,TuTh 11:00am - 12:15pm,Monroe Hall 124,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,68,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
18878,ECON,4430,202,Discussion,0,Staff,Fr 8:00am - 8:50am,Maury Hall 104,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,28,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
18879,ECON,4430,203,Discussion,0,Staff,Fr 9:00am - 9:50am,New Cabell Hall 485,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,28,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
18880,ECON,4430,204,Discussion,0,Staff,Fr 10:00am - 10:50am,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,28,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
18881,ECON,4430,205,Discussion,0,Staff,Fr 11:00am - 11:50am,Minor Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Environmental Economics,,Open,0,28,0,"Explores the origins of environmental problems, how to measure the value of environmental amenities, and the efficacy of specific forms of regulation, including mandated technologies, taxes, subsidies, and pollution permit trading. Topics include air and water pollution, climate change, the transition from fossil fuels to renewable energy sources, and sustainable development. Prerequisite: ECON 3010 or 3110."
13499,ECON,4440,100,Lecture,3,James Harrigan,TuTh 5:00pm - 6:15pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Inequality,,Open,0,49,0,"Economic analysis of the growth of income and wealth inequality since 1980, in the United States and around the world. Emphasis on measuring inequality, understanding the causes of growing inequality, and possible policy responses."
13500,ECON,4440,101,Discussion,0,Staff,Fr 9:00am - 9:50am,Maury Hall 104,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Inequality,,Open,0,25,0,"Economic analysis of the growth of income and wealth inequality since 1980, in the United States and around the world. Emphasis on measuring inequality, understanding the causes of growing inequality, and possible policy responses."
13501,ECON,4440,102,Discussion,0,Staff,Fr 10:00am - 10:50am,Maury Hall 110,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Inequality,,Open,0,25,0,"Economic analysis of the growth of income and wealth inequality since 1980, in the United States and around the world. Emphasis on measuring inequality, understanding the causes of growing inequality, and possible policy responses."
18411,ECON,4559,001,Lecture,3,Denis Nekipelov,MoWe 2:00pm - 3:15pm,Dell 2 103,01/19/2022 - 05/03/2022,,,,,,,,,,,,,New Course in Economics,Introduction to Algorithmic Economics,Open,0,20,0,New course in the subject of economics.
12027,ECON,4610,100,Lecture,3,Shan Aman-Rana,MoWe 3:30pm - 4:45pm,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Development,,Open,0,60,0,"Studies the peculiar problems of economics in underdeveloped countries, including government and market failures. Examines factors underlying poverty, hunger, illiteracy, and corruption in developing countries, and the scope for (rigorously evaluated) policies to improve these conditions. Prerequisite: ECON 2010 and ECON 3720 (or 4720 or STAT 3220 or equivalent). ECON 2020 and ECON 3010/3110 are helpful but not required."
12028,ECON,4610,101,Discussion,0,Staff,We 5:00pm - 5:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Development,,Open,0,30,0,"Studies the peculiar problems of economics in underdeveloped countries, including government and market failures. Examines factors underlying poverty, hunger, illiteracy, and corruption in developing countries, and the scope for (rigorously evaluated) policies to improve these conditions. Prerequisite: ECON 2010 and ECON 3720 (or 4720 or STAT 3220 or equivalent). ECON 2020 and ECON 3010/3110 are helpful but not required."
12029,ECON,4610,102,Discussion,0,Staff,We 6:00pm - 6:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Economic Development,,Open,0,30,0,"Studies the peculiar problems of economics in underdeveloped countries, including government and market failures. Examines factors underlying poverty, hunger, illiteracy, and corruption in developing countries, and the scope for (rigorously evaluated) policies to improve these conditions. Prerequisite: ECON 2010 and ECON 3720 (or 4720 or STAT 3220 or equivalent). ECON 2020 and ECON 3010/3110 are helpful but not required."
13502,ECON,4620,001,Lecture,3,Sandip Sukhtankar,Th 2:00pm - 4:30pm,Clark Hall G004,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Seminar on Development Economics,,Open,0,15,0,"This course covers important topics in development economics, such as health, education, gender, environment, institutions, and infrastructure. The primary goal of the course is to prepare students to conduct and evaluate empirical research in development economics. To this end, the course will cover empirical tools necessary to study the problems facing developing economies. Requisites: ECON 3010, ECON 3720 and/or ECON 4720"
18409,ECON,4710,100,Lecture,3,Ronald Michener,MoWe 3:30pm - 4:45pm,Maury Hall 104,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Forecasting and Time Series Econometrics,,Open,0,45,0,"Investigates the unique challenges encountered in the analysis of time series data and some of the econometric techniques that have been developed to address those challenges. Analyzes the theory and practice of forecasting economic variables. Specific topics will include ARMA models, deterministic versus stochastic trends, unit roots and unit root tests, seasonality, structural breaks, and ARCH/GARCH models."
18544,ECON,4710,101,Discussion,0,Staff,Th 7:00pm - 7:50pm,New Cabell Hall 303,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Forecasting and Time Series Econometrics,,Open,0,23,0,"Investigates the unique challenges encountered in the analysis of time series data and some of the econometric techniques that have been developed to address those challenges. Analyzes the theory and practice of forecasting economic variables. Specific topics will include ARMA models, deterministic versus stochastic trends, unit roots and unit root tests, seasonality, structural breaks, and ARCH/GARCH models."
18545,ECON,4710,102,Discussion,0,Staff,Th 6:00pm - 6:50pm,Physics Bldg 218,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Introduction to Forecasting and Time Series Econometrics,,Open,0,23,0,"Investigates the unique challenges encountered in the analysis of time series data and some of the econometric techniques that have been developed to address those challenges. Analyzes the theory and practice of forecasting economic variables. Specific topics will include ARMA models, deterministic versus stochastic trends, unit roots and unit root tests, seasonality, structural breaks, and ARCH/GARCH models."
12625,ECON,4720,100,Lecture,3,Lidia Kosenkova,TuTh 8:00am - 9:15am,Monroe Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Econometric Methods,,Open,0,45,0,Studies the application of statistical methods to the testing and estimation of economic relationships. Emphasizes applied econometric studies and the problems that arise when analyzing time series and cross section data by means of stochastic linear models. Prerequisite: ECON 3720 or STAT 3120 or STAT 3220 or APMA 3110 or APMA 3120; and MATH 3350 or MATH 3351 or APMA 3080.
12626,ECON,4720,101,Discussion,0,Staff,Fr 8:00am - 8:50am,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Econometric Methods,,Open,0,23,0,Studies the application of statistical methods to the testing and estimation of economic relationships. Emphasizes applied econometric studies and the problems that arise when analyzing time series and cross section data by means of stochastic linear models. Prerequisite: ECON 3720 or STAT 3120 or STAT 3220 or APMA 3110 or APMA 3120; and MATH 3350 or MATH 3351 or APMA 3080.
12627,ECON,4720,102,Discussion,0,Staff,Fr 9:00am - 9:50am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Econometric Methods,,Open,0,23,0,Studies the application of statistical methods to the testing and estimation of economic relationships. Emphasizes applied econometric studies and the problems that arise when analyzing time series and cross section data by means of stochastic linear models. Prerequisite: ECON 3720 or STAT 3120 or STAT 3220 or APMA 3110 or APMA 3120; and MATH 3350 or MATH 3351 or APMA 3080.
18363,ECON,4820,001,Lecture,3,Charles Holt,TuTh 12:30pm - 1:45pm,Gibson Hall 211,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Experimental Economics,,Open,0,45,0,"Explores the use of laboratory methods to study economic behavior. Topics include experimental design, laboratory technique, financial incentives, and analysis of data. Emphasizes applications: bargaining, auctions, market price competition, market failures, voting, contributions to public goods, lottery choice decisions, and the design of electronic markets for financial assets. Prerequisite: ECON 3010 or 3110 and a course in statistics, or instructor permission."
10114,ECON,4880,001,Lecture,3,Lee Lockwood,Mo 3:00pm - 5:30pm,New Cabell Hall 044,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Seminar in Policy Analysis,,Open,0,12,0,"Introduces the methods used to estimate the effects of existing and proposed government programs. Methods will be illustrated with applications to several areas of government policy. Students will complete an empirical policy analysis under faculty supervision. Prerequisite: ECON 3010 or 3110, ECON 3720, and ECON 4310."
